"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height
984850446471;;;;;"Антик (Б.3.А.6) Стандарт Серый - Стандарт - Серый";;;https://static.tildacdn.com/tild6663-3861-4331-a563-353030323464/2021-03-11_17-24-55.png;1800.00;;;"Коллекция:Стандарт;Цвет:Серый";;IS9hF7KA4gB26TiERU6g;964273636711;0;0;0;0
892292679551;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Стандарт Черный";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3961-6334-4231-b362-393337646434/2021-03-11_17-31-47.png;;;;;;p9FEvNhxt3UfOnHZGB7y;;0;0;0;0
930015461571;;;;;"Антик (Б.3.А.6) Стандарт Черный - Стандарт - Чёрный";;;https://static.tildacdn.com/tild3961-6334-4231-b362-393337646434/2021-03-11_17-31-47.png;2200.00;;;"Коллекция:Стандарт;Цвет:Чёрный";;GrvXdi3hYOPmM6L0t9I6;892292679551;0;0;0;0
613306146431;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Стандарт Коричневый";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3961-3831-4863-a463-323533363766/2021-03-11_17-30-31.png;;;;;;CBFSSFVSoy2K99CIik6b;;0;0;0;0
173083360231;;;;;"Антик (Б.3.А.6) Стандарт Коричневый - Стандарт - Коричневый";;;https://static.tildacdn.com/tild3961-3831-4863-a463-323533363766/2021-03-11_17-30-31.png;2200.00;;;"Коллекция:Стандарт;Цвет:Коричневый";;xdlmEC1hTUPr11CRrPyd;613306146431;0;0;0;0
340888139291;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Стандарт Красный";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3164-3830-4534-b566-303239663734/2021-03-11_17-29-01.png;;;;;;KJCtXREBEeyrY3OVlUzx;;0;0;0;0
231664764011;;;;;"Антик (Б.3.А.6) Стандарт Красный - Стандарт - Красный";;;https://static.tildacdn.com/tild3164-3830-4534-b566-303239663734/2021-03-11_17-29-01.png;2200.00;;;"Коллекция:Стандарт;Цвет:Красный";;X40gnM9cUSmk7icYYh02;340888139291;0;0;0;0
194236600851;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Стандарт Белый";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br />Толщина 60 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild6236-3964-4930-a636-366463316636/2021-03-11_17-27-45.png;;;;;;rMnnkd9B93P1dx61tjhc;;0;0;0;0
456457321241;;;;;"Антик (Б.3.А.6) Стандарт Белый - Стандарт - Белый";;;https://static.tildacdn.com/tild6236-3964-4930-a636-366463316636/2021-03-11_17-27-45.png;2250.00;;;"Коллекция:Стандарт;Цвет:Белый";;YHjRoFYDynxEuX6XKmxb;194236600851;0;0;0;0
970319624301;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Гладкий Янтарь";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3632-3832-4532-b037-336361613264/01.jpg;;;;;;nV8E8k3Jsm0ZpeKe3FVg;;0;0;0;0
763854116201;;;;;"Антик (Б.3.А.6) Гладкий Янтарь - Листопад® гладкий - Янтарь";;;https://static.tildacdn.com/tild3632-3832-4532-b037-336361613264/01.jpg;2850.00;;;"Коллекция:Листопад® гладкий;Цвет:Янтарь";;sj70k6vrZROpCh3R0gBE;970319624301;0;0;0;0
141267699511;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Гладкий Хаски";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3165-3735-4662-b936-303562643934/53237954.jpg;;;;;;uhfDt75FkAXf09sOucTh;;0;0;0;0
331083528101;;;;;"Антик (Б.3.А.6) Гладкий Хаски - Листопад гладкий - Хаски";;;https://static.tildacdn.com/stor3165-3735-4662-b936-303562643934/53237954.jpg;2850.00;;;"Коллекция:Листопад гладкий;Цвет:Хаски";;mCrKyNc4pGuGxIhoG107;141267699511;0;0;0;0
803037897591;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Гладкий Осень";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild6637-3462-4437-a233-326233653133/01.jpg;;;;;;EZj2ULr77aaMGZLrIudR;;0;0;0;0
295095998041;;;;;"Антик (Б.3.А.6) Гладкий Осень - Листопад® гладкий - Осень";;;https://static.tildacdn.com/tild6637-3462-4437-a233-326233653133/01.jpg;2850.00;;;"Коллекция:Листопад® гладкий;Цвет:Осень";;zetbGy8x3LJT2gKtLaHl;803037897591;0;0;0;0
426256007691;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Гладкий Антрацит";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3139-6236-4566-b830-393164653932/photo.jpeg;;;;;;kB5zPMSiSGtecOUAST8Y;;0;0;0;0
219011514141;;;;;"Антик (Б.3.А.6) Гладкий Антрацит - Листопад® гладкий - Антрацит";;;https://static.tildacdn.com/tild3139-6236-4566-b830-393164653932/photo.jpeg;2850.00;;;"Коллекция:Листопад® гладкий;Цвет:Антрацит";;FHoATx351LEBRAmlD6SC;426256007691;0;0;0;0
775673116511;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Гладкий Старый замок";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3233-6635-4631-b039-636532653865/2021-03-11_17-36-39.png;;;;;;fneIfcdAHNrluXfy6ra1;;0;0;0;0
973844097111;;;;;"Антик (Б.3.А.6) Гладкий Старый замок - Листопад® гладкий - Старый замок";;;https://static.tildacdn.com/tild3233-6635-4631-b039-636532653865/2021-03-11_17-36-39.png;2850.00;;;"Коллекция:Листопад® гладкий;Цвет:Старый замок";;guoTFSta9iHEb3v6H9AT;775673116511;0;0;0;0
998165926891;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Гладкий Клинкер";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild6662-3964-4537-b462-313434373633/01.jpg;;;;;;xsmzJGzgCgaXAy8XleVE;;0;0;0;0
722760954991;;;;;"Антик (Б.3.А.6) Гладкий Клинкер - Листопад® гладкий - Клинкер";;;https://static.tildacdn.com/tild6662-3964-4537-b462-313434373633/01.jpg;2850.00;;;"Коллекция:Листопад® гладкий;Цвет:Клинкер";;io14SgjZk9odhKP9z8cz;998165926891;0;0;0;0
543855701391;;;;"Антик - Б.3.А.6";"Антик Листопад Гранит Хаски";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /> <ul> <li> Толщина 60 мм. </li> <li> Класс бетона изделий по прочности на сжатие: B22,5; В25 </li> <li> Марка бетона по морозостойкости F₂200 </li> <li> Водопоглощение не более 6 </li> <li> Марка по истираемости G1 </li> </ul><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor6662-3566-4866-a462-373962373633/52331213.jpg;;;;;;gBPXjrsu8s44r5nCJxLz;;0;0;0;0
272784023211;;;;;"Антик Листопад Гранит Хаски - Листопад® гранит - Хаски";;;https://static.tildacdn.com/stor6662-3566-4866-a462-373962373633/52331213.jpg;3400.00;;;"Коллекция:Листопад® гранит;Цвет:Хаски";;uUX32M2MzOMMViT6Dfu5;543855701391;0;0;0;0
756530426951;;;;"Антик - Б.3.А.6";"Антик Искусственный камень Шунгит";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /> <ul> <li> Толщина 60 мм. </li> <li> Класс бетона изделий по прочности на сжатие: B22,5; В25 </li> <li> Марка бетона по морозостойкости F₂200 </li> <li> Водопоглощение не более 6 </li> <li> Марка по истираемости G1 </li> </ul><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3062-3862-4334-b636-613965346633/94819139.jpg;;;;;;XybiG1pug2KP8FO0jhts;;0;0;0;0
769086685411;;;;;"Антик Искусственный камень Шунгит - Искусственный камень - Шунгит";;;https://static.tildacdn.com/stor3062-3862-4334-b636-613965346633/94819139.jpg;3500.00;;;"Коллекция:Искусственный камень;Цвет:Шунгит";;Ys0XMMa8O948gYxjIedJ;756530426951;0;0;0;0
747455053551;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Стоунмикс белый";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3865-6430-4261-b232-343434626463/01_2.jpg;;;;;;3RNEGy9dIp8E67a0KFzX;;0;0;0;0
500406107411;;;;;"Антик (Б.3.А.6) Стоунмикс белый - Стоунмикс - Белый";;;https://static.tildacdn.com/tild3865-6430-4261-b232-343434626463/01_2.jpg;3700.00;;;"Коллекция:Стоунмикс;Цвет:Белый";;YDMeAIreS2TjuohdUGxh;747455053551;0;0;0;0
561364103091;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Стоунмикс Черный";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild6330-6135-4136-b766-383633373434/012.jpg;;;;;;5Urks5UCl0E9GzNKfbuF;;0;0;0;0
944820779611;;;;;"Антик (Б.3.А.6) Стоунмикс Черный - Стоунмикс - Чёрный";;;https://static.tildacdn.com/tild6330-6135-4136-b766-383633373434/012.jpg;3700.00;;;"Коллекция:Стоунмикс;Цвет:Чёрный";;4JNZiGPPveSOYzOVkB3a;561364103091;0;0;0;0
419618718341;;;;"Антик - Б.3.А.6";"Антик (Б.3.А.6) Стоунмикс Бело-Черный";"Комплект из 5 плит:<br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.";"«Антик» - одна из самый необычных форм, производимых нашей компанией. Фигурные элементы имеют оригинальную трапециевидную форму и волнистый край. Они представлены в комплекте из пяти камней различной величины:<br /><br />73х53х91 мм, 83х63х91 мм, 93х73х91 мм, 103х83х91 мм, 113х93х91 мм.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,28 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/tild3365-6232-4634-b161-653939303939/012.jpg;;;;;;KxV4kOJnkLYJFbiUaN2b;;0;0;0;0
729879972721;;;;;"Антик (Б.3.А.6) Стоунмикс Бело-Черный - Стоунмикс - Бело-черный";;;https://static.tildacdn.com/tild3365-6232-4634-b161-653939303939/012.jpg;3700.00;;;"Коллекция:Стоунмикс;Цвет:Бело-черный";;1dP1lXzaryDc0mAt3TfG;419618718341;0;0;0;0
823251605741;;;;"Антара - Б.1.АН.6";"Антара (Б.1.АН.6) Искусственный камень Базальт";"Комплект из 6 камней: 300х200 мм, 300х250 мм, 300х300 мм, 400х300 мм, 450х300 мм, 500х300 мм<br />Толщина 60 мм.";"«Антара» - это тротуарные плиты с уникальным рисунком для каждого элемента.<br />Оттенки натурального камня идеально подойдут для устройства садово-парковых и пешеходных дорожек, внутренних дворов частных домовладений и других территорий.<br /><br />Комплект состоит из 6 камней: 300х200, 300х250, 300х300, 400х300, 450х300, 500х300.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul><br />На паллете – 14,3 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя.</strong>";https://static.tildacdn.com/tild6363-6235-4738-b963-653639333834/01.jpg;;;;;;KOSvOPc2oj1S1jAskZ0I;;0;0;0;0
679494100431;;;;;"Антара (Б.1.АН.6) Искусственный камень Базальт - Искусственный камень - Базальт";;;https://static.tildacdn.com/tild6363-6235-4738-b963-653639333834/01.jpg;3500.00;;;"Коллекция:Искусственный камень;Цвет:Базальт";;bugoRMatyX75sTEveML4;823251605741;0;0;0;0
547906914601;;;;"Антара - Б.1.АН.6";"Антара (Б.1.АН.6) Искусственный камень Степняк";"Комплект из 6 камней: 300х200 мм, 300х250 мм, 300х300 мм, 400х300 мм, 450х300 мм, 500х300 мм.<br />Толщина 60 мм.<br />";"«Антара» - это тротуарные плиты с уникальным рисунком для каждого элемента.<br />Оттенки натурального камня идеально подойдут для устройства садово-парковых и пешеходных дорожек, внутренних дворов частных домовладений и других территорий.<br /><br />Комплект состоит из 6 камней: 300х200, 300х250, 300х300, 400х300, 450х300, 500х300.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul><br />На паллете – 14,3 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя.</strong>";https://static.tildacdn.com/tild3966-3137-4738-b963-326137353661/01.jpg;;;;;;NI5FSv2nNXbVK1j2p2Jb;;0;0;0;0
476190861071;;;;;"Антара (Б.1.АН.6) Искусственный камень Степняк - Искусственный камень - Степняк";;;https://static.tildacdn.com/tild3966-3137-4738-b963-326137353661/01.jpg;3500.00;;;"Коллекция:Искусственный камень;Цвет:Степняк";;v4a0YmBnJiDJlBhvNzF6;547906914601;0;0;0;0
750178580931;;;;"Антара - Б.1.АН.6";"Антара (Б.1.АН.6) Искусственный камень Доломит";"Комплект из 6 камней: 300х200 мм, 300х250 мм, 300х300 мм, 400х300 мм, 450х300 мм, 500х300 мм.<br />Толщина 60 мм.<br />";"«Антара» - это тротуарные плиты с уникальным рисунком для каждого элемента.<br />Оттенки натурального камня идеально подойдут для устройства садово-парковых и пешеходных дорожек, внутренних дворов частных домовладений и других территорий.<br /><br />Комплект состоит из 6 камней: 300х200, 300х250, 300х300, 400х300, 450х300, 500х300.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul><br />На паллете – 14,3 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя.</strong>";https://static.tildacdn.com/tild3437-6336-4534-b438-343232393833/01.jpg;;;;;;0oLpz01penBho2oHV2e0;;0;0;0;0
687682983181;;;;;"Антара (Б.1.АН.6) Искусственный камень Доломит - Искусственный камень - Доломит";;;https://static.tildacdn.com/tild3437-6336-4534-b438-343232393833/01.jpg;3500.00;;;"Коллекция:Искусственный камень;Цвет:Доломит";;kXE3i1rPPzPga2HBE6Ap;750178580931;0;0;0;0
187437789501;;;;"Антара - Б.1.АН.6";"Антара (Б.1.АН.6) Искусственный камень Шунгит";"Комплект из 6 камней: 300х200 мм, 300х250 мм, 300х300 мм, 400х300 мм, 450х300 мм, 500х300 мм.<br />Толщина 60 мм.<br />";"«Антара» - это тротуарные плиты с уникальным рисунком для каждого элемента.<br />Оттенки натурального камня идеально подойдут для устройства садово-парковых и пешеходных дорожек, внутренних дворов частных домовладений и других территорий.<br /><br />Комплект состоит из 6 камней: 300х200, 300х250, 300х300, 400х300, 450х300, 500х300.<br /><br /><ul><li>Толщина 60 мм.</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul><br />На паллете – 14,3 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя.</strong>";https://static.tildacdn.com/tild6130-3236-4537-b135-356338623734/01.jpg;;;;;;M2iRFOzlehKhAdXjMDyb;;0;0;0;0
777480318661;;;;;"Антара (Б.1.АН.6) Искусственный камень Шунгит - Искусственный камень - Шунгит";;;https://static.tildacdn.com/tild6130-3236-4537-b135-356338623734/01.jpg;3500.00;;;"Коллекция:Искусственный камень;Цвет:Шунгит";;YbhPjpiMaux2Yj2tTAff;187437789501;0;0;0;0
364823841111;;;;"Паркет - Б.4.П.6";"Паркет (Б.4.П.6) Стандарт Серый";"Размер плитки 180х60 мм<br />Толщина 60 мм.<br />";"Классический паркет актуален во все времена. Созданный в средневековой Европе как способ напольного покрытия жилых помещений, паркет обретает новую жизнь, воплотившись в современной тротуарной плитке.<br /><br />Размер 180х60 мм<br /><br /><ul><li>Толщина 60 мм</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,64 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3435-3332-4832-b331-636364666638/44403680.jpg;;;;;;nBounnxPL6PvzjZBPAKu;;0;0;0;0
524719802191;;;;;"Паркет (Б.4.П.6) Стандарт Серый - Стандарт - Серый";;;https://static.tildacdn.com/stor3435-3332-4832-b331-636364666638/44403680.jpg;1550.00;;;"Коллекция:Стандарт;Цвет:Серый";;O6O7pmlDJD0cMpHjTtDA;364823841111;0;0;0;0
922062567331;;;;"Паркет - Б.4.П.6";"Паркет (Б.4.П.6) Стандарт Черный";"Размер плитки 180х60 мм<br />Толщина 60 мм.<br />";"Классический паркет актуален во все времена. Созданный в средневековой Европе как способ напольного покрытия жилых помещений, паркет обретает новую жизнь, воплотившись в современной тротуарной плитке.<br /><br />Размер 180х60 мм<br /><br /><ul><li>Толщина 60 мм</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,64 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3463-6632-4932-b630-333630343537/65887399.jpg;;;;;;iv368f0FsI45x97np3kC;;0;0;0;0
928877221291;;;;;"Паркет (Б.4.П.6) Стандарт Черный - Стандарт - Чёрный";;;https://static.tildacdn.com/stor3463-6632-4932-b630-333630343537/65887399.jpg;1950.00;;;"Коллекция:Стандарт;Цвет:Чёрный";;ejsNbcajLnrjgjdolb1E;922062567331;0;0;0;0
612417815731;;;;"Паркет - Б.4.П.6";"Паркет (Б.4.П.6) Стандарт Коричневый";"Размер плитки 180х60 мм<br />Толщина 60 мм.<br />";"Классический паркет актуален во все времена. Созданный в средневековой Европе как способ напольного покрытия жилых помещений, паркет обретает новую жизнь, воплотившись в современной тротуарной плитке.<br /><br />Размер 180х60 мм<br /><br /><ul><li>Толщина 60 мм</li><li>Класс бетона изделий по прочности на сжатие: В25</li><li>Марка бетона по морозостойкости F₂200</li><li>Водопоглощение не более 6%</li><li>Марка по истираемости G1</li></ul><br />На паллете – 11,64 м2<br /><br /><strong>Стоимость указана за 1 кв.м. без учета доставки от завода производителя</strong>";https://static.tildacdn.com/stor3963-6662-4466-b363-336138633831/77135495.jpg;;;;;;REEVMkGA2vMCset5Ptpb;;0;0;0;0
